work_order,asset_id,equipment_tag,description,priority,status,created_date,due_date,completed_date,technician,plant_unit,system,maintenance_type,cost_estimate,parts_required,downtime_hours,failure_mode
WO-2025-003915,OT0839,CDU-296Z,Compressor overhaul,Low,In_Progress,2025-09-14,2025-11-21,,Tech_16,CDU,Civil_Structural,Emergency,15465,Yes,6,Overheating
WO-2025-003916,OT1957,UTILITIES-1068A,Replace mechanical seal,Critical,Completed,2025-09-14,2025-10-12,2025-09-22,Tech_30,UTILITIES,Civil_Structural,Corrective,32700,Yes,8,Bearing_Failure
WO-2025-003917,OT1670,CCR-981Z,Compressor overhaul,High,In_Progress,2025-08-29,2025-10-12,,Tech_26,CCR,Safety_Systems,Emergency,22438,No,25,Vibration
WO-2025-003918,OT1791,HDS-292Y,Safety valve testing,High,In_Progress,2025-09-03,2025-10-24,,Tech_49,HDS,Instrumentation,Shutdown,39495,No,19,Calibration_Drift
WO-2025-003919,OT1826,ALKYL-534S,Compressor overhaul,High,In_Progress,2025-08-25,2025-11-13,,Tech_9,ALKYL,Rotating_Equipment,Emergency,30057,Yes,44,Overheating
WO-2025-003920,OT0858,CDU-767J,Replace mechanical seal,Critical,Completed,2025-08-29,2025-10-23,2025-09-18,Tech_6,CDU,Safety_Systems,Shutdown,20890,Yes,45,Bearing_Failure
WO-2025-003921,OT2323,TANK_FARM-214S,Calibrate pressure transmitter,High,On_Hold,2025-09-06,2025-11-16,,Tech_42,TANK_FARM,Instrumentation,Predictive,11107,No,42,Fatigue
WO-2025-003922,OT1890,TANK_FARM-996A,Control valve maintenance,Critical,Completed,2025-09-13,2025-10-22,2025-09-17,Tech_8,TANK_FARM,Rotating_Equipment,Shutdown,32719,Yes,39,Seal_Failure
WO-2025-003923,OT0959,TANK_FARM-516V,Pump impeller inspection,Medium,Cancelled,2025-09-16,2025-11-12,,Tech_10,TANK_FARM,Static_Equipment,Shutdown,49206,No,12,Overheating
WO-2025-003924,OT2177,CCR-344I,Analyzer calibration,Medium,Completed,2025-09-18,2025-11-12,2025-09-18,Tech_17,CCR,Piping,Inspection,38589,No,38,Corrosion
WO-2025-003925,OT1859,TANK_FARM-185D,Compressor overhaul,Low,Open,2025-09-13,2025-10-10,,Tech_20,TANK_FARM,Electrical,Inspection,19227,No,26,Fatigue
WO-2025-003926,OT0739,UTILITIES-945Y,Heat exchanger cleaning,High,In_Progress,2025-09-12,2025-09-25,,Tech_45,UTILITIES,Rotating_Equipment,Emergency,32815,Yes,9,Vibration
WO-2025-003927,OT0297,TANK_FARM-841B,Pump impeller inspection,Medium,On_Hold,2025-09-12,2025-11-09,,Tech_25,TANK_FARM,Civil_Structural,Predictive,10416,No,45,Corrosion
WO-2025-003928,OT0308,ALKYL-1023N,Pump impeller inspection,Low,In_Progress,2025-09-07,2025-10-13,,Tech_23,ALKYL,Rotating_Equipment,Predictive,24481,No,32,Vibration
WO-2025-003929,OT1925,HDS-242U,Piping integrity check,High,Cancelled,2025-08-25,2025-11-11,,Tech_5,HDS,Civil_Structural,Shutdown,10773,No,27,Bearing_Failure
WO-2025-003930,OT0912,CCR-463R,Pump impeller inspection,Critical,Cancelled,2025-09-18,2025-09-29,,Tech_10,CCR,Safety_Systems,Inspection,24021,No,33,Seal_Failure
WO-2025-003931,OT1722,UTILITIES-667T,Heat exchanger cleaning,High,Completed,2025-08-28,2025-10-06,2025-09-22,Tech_8,UTILITIES,Rotating_Equipment,Preventive,26786,Yes,13,Electrical_Fault
WO-2025-003932,OT0478,ALKYL-390J,Piping integrity check,Medium,In_Progress,2025-09-11,2025-10-10,,Tech_16,ALKYL,Piping,Shutdown,5944,No,30,Calibration_Drift
WO-2025-003933,OT0213,FCC-118B,Valve actuator repair,Medium,Completed,2025-08-31,2025-09-29,2025-09-22,Tech_34,FCC,Civil_Structural,Preventive,34677,No,14,Seal_Failure
WO-2025-003934,OT1194,TANK_FARM-837P,Heat exchanger cleaning,Low,On_Hold,2025-08-30,2025-10-12,,Tech_28,TANK_FARM,Instrumentation,Inspection,9757,No,36,Wear
WO-2025-003935,OT1736,CCR-459L,Replace mechanical seal,Critical,Completed,2025-09-06,2025-10-09,2025-09-21,Tech_7,CCR,Civil_Structural,Inspection,49472,Yes,47,Electrical_Fault
WO-2025-003936,OT0639,UTILITIES-907W,Valve actuator repair,Medium,In_Progress,2025-08-24,2025-10-07,,Tech_1,UTILITIES,Static_Equipment,Shutdown,38426,Yes,28,Wear
WO-2025-003937,OT2268,CCR-167A,Motor bearing replacement,Low,Open,2025-09-22,2025-10-07,,Tech_1,CCR,Static_Equipment,Corrective,10454,No,19,Wear
WO-2025-003938,OT0671,HDS-742M,Pump impeller inspection,Low,On_Hold,2025-09-13,2025-10-23,,Tech_14,HDS,Rotating_Equipment,Shutdown,30455,Yes,40,Calibration_Drift
WO-2025-003939,OT1931,CCR-837Y,Valve actuator repair,High,In_Progress,2025-08-30,2025-09-25,,Tech_44,CCR,Rotating_Equipment,Shutdown,15941,No,30,Fatigue
WO-2025-003940,OT1233,HDS-564C,Calibrate pressure transmitter,Critical,On_Hold,2025-09-03,2025-10-02,,Tech_7,HDS,Safety_Systems,Preventive,30319,No,1,Calibration_Drift
WO-2025-003941,OT0783,CCR-933N,Analyzer calibration,Low,On_Hold,2025-09-22,2025-10-25,,Tech_38,CCR,Electrical,Predictive,32625,Yes,15,Calibration_Drift
WO-2025-003942,OT2168,CDU-401W,Motor bearing replacement,High,Completed,2025-09-17,2025-10-26,2025-09-18,Tech_2,CDU,Safety_Systems,Inspection,48916,No,22,Seal_Failure
WO-2025-003943,OT1312,FCC-488N,Calibrate pressure transmitter,High,Open,2025-09-12,2025-10-06,,Tech_31,FCC,Electrical,Preventive,8714,Yes,0,Electrical_Fault
WO-2025-003944,OT2022,UTILITIES-966H,Valve actuator repair,Medium,Cancelled,2025-09-13,2025-11-14,,Tech_22,UTILITIES,Static_Equipment,Corrective,48610,Yes,23,Overheating
WO-2025-003945,OT1886,CDU-122B,Control valve maintenance,High,On_Hold,2025-09-16,2025-09-25,,Tech_38,CDU,Rotating_Equipment,Preventive,35552,No,34,Vibration
WO-2025-003946,OT0488,FCC-272A,Valve actuator repair,Critical,Completed,2025-09-06,2025-10-17,2025-09-21,Tech_3,FCC,Electrical,Predictive,17373,Yes,36,Calibration_Drift
WO-2025-003947,OT1207,CDU-278W,Safety valve testing,Medium,Open,2025-08-27,2025-11-21,,Tech_32,CDU,Safety_Systems,Emergency,20080,No,6,Seal_Failure
WO-2025-003948,OT1839,FCC-541C,Heat exchanger cleaning,Low,In_Progress,2025-09-16,2025-11-05,,Tech_43,FCC,Safety_Systems,Preventive,50858,No,10,Calibration_Drift
WO-2025-003949,OT0017,UTILITIES-422U,Heat exchanger cleaning,High,In_Progress,2025-08-25,2025-11-19,,Tech_5,UTILITIES,Static_Equipment,Shutdown,11818,Yes,1,Overheating
WO-2025-003950,OT1365,CDU-305P,Electrical panel inspection,High,Completed,2025-09-03,2025-10-02,2025-09-20,Tech_45,CDU,Instrumentation,Inspection,22776,Yes,32,Wear
WO-2025-003951,OT1999,FCC-905C,Pump impeller inspection,Medium,Completed,2025-08-27,2025-10-19,2025-09-20,Tech_47,FCC,Electrical,Inspection,32840,Yes,41,Calibration_Drift
WO-2025-003952,OT0275,CDU-176X,Control valve maintenance,Medium,Open,2025-09-02,2025-11-19,,Tech_1,CDU,Static_Equipment,Predictive,16002,No,44,Corrosion
WO-2025-003953,OT2037,CDU-651R,Calibrate pressure transmitter,Medium,Completed,2025-08-31,2025-10-23,2025-09-17,Tech_7,CDU,Rotating_Equipment,Shutdown,34460,No,4,Bearing_Failure
WO-2025-003954,OT0758,TANK_FARM-818U,Piping integrity check,High,On_Hold,2025-08-28,2025-10-05,,Tech_32,TANK_FARM,Rotating_Equipment,Inspection,29494,Yes,11,Electrical_Fault
WO-2025-003955,OT1863,FCC-327N,Safety valve testing,Medium,Open,2025-09-13,2025-09-24,,Tech_31,FCC,Electrical,Inspection,48401,No,27,Corrosion
WO-2025-003956,OT2146,FCC-469A,Calibrate pressure transmitter,Critical,Open,2025-09-15,2025-10-07,,Tech_36,FCC,Safety_Systems,Preventive,15138,Yes,14,Vibration
WO-2025-003957,OT0727,FCC-415H,Replace mechanical seal,High,In_Progress,2025-09-03,2025-10-09,,Tech_47,FCC,Rotating_Equipment,Emergency,6151,No,20,Vibration
WO-2025-003958,OT0845,UTILITIES-583M,Pump impeller inspection,Critical,On_Hold,2025-09-20,2025-11-22,,Tech_48,UTILITIES,Electrical,Predictive,2042,No,20,Fatigue
WO-2025-003959,OT2090,HDS-985K,Compressor overhaul,Critical,In_Progress,2025-08-28,2025-11-21,,Tech_30,HDS,Safety_Systems,Emergency,7678,Yes,25,Overheating
WO-2025-003960,OT1104,CCR-553S,Piping integrity check,Low,Completed,2025-09-11,2025-09-26,2025-09-21,Tech_26,CCR,Piping,Shutdown,20602,No,35,Vibration
WO-2025-003961,OT1333,CCR-429G,Compressor overhaul,Critical,On_Hold,2025-08-31,2025-11-22,,Tech_47,CCR,Safety_Systems,Inspection,47063,No,44,Bearing_Failure
WO-2025-003962,OT0400,CCR-713T,Analyzer calibration,High,Completed,2025-09-09,2025-10-30,2025-09-23,Tech_15,CCR,Instrumentation,Inspection,6233,Yes,46,Seal_Failure
WO-2025-003963,OT0952,ALKYL-583R,Motor bearing replacement,Critical,Completed,2025-09-04,2025-10-23,2025-09-17,Tech_26,ALKYL,Safety_Systems,Preventive,34340,Yes,43,Calibration_Drift
WO-2025-003964,OT0482,TANK_FARM-983Z,Motor bearing replacement,Medium,Completed,2025-09-08,2025-11-08,2025-09-17,Tech_33,TANK_FARM,Electrical,Predictive,47171,No,28,Bearing_Failure
WO-2025-003965,OT1466,ALKYL-436E,Safety valve testing,Critical,Open,2025-09-08,2025-10-24,,Tech_19,ALKYL,Safety_Systems,Shutdown,44716,No,17,Overheating
WO-2025-003966,OT0016,TANK_FARM-208B,Motor bearing replacement,Low,Cancelled,2025-09-15,2025-11-04,,Tech_38,TANK_FARM,Static_Equipment,Emergency,19544,Yes,37,Overheating
WO-2025-003967,OT0936,TANK_FARM-121O,Piping integrity check,Medium,In_Progress,2025-09-06,2025-10-01,,Tech_22,TANK_FARM,Static_Equipment,Predictive,4170,No,6,Vibration
WO-2025-003968,OT2426,FCC-933D,Electrical panel inspection,Critical,In_Progress,2025-09-04,2025-11-15,,Tech_6,FCC,Electrical,Corrective,15251,Yes,20,Vibration
WO-2025-003969,OT1183,HDS-548B,Heat exchanger cleaning,Critical,Cancelled,2025-09-16,2025-10-01,,Tech_45,HDS,Static_Equipment,Corrective,31161,No,6,Wear
WO-2025-003970,OT1619,CDU-1024R,Valve actuator repair,Low,On_Hold,2025-09-08,2025-11-11,,Tech_19,CDU,Static_Equipment,Inspection,11369,No,38,Fatigue
WO-2025-003971,OT0270,TANK_FARM-1053D,Replace mechanical seal,High,Open,2025-09-02,2025-10-15,,Tech_23,TANK_FARM,Electrical,Preventive,20020,No,42,Calibration_Drift
WO-2025-003972,OT1983,HDS-427Z,Calibrate pressure transmitter,High,Open,2025-09-21,2025-10-26,,Tech_38,HDS,Piping,Corrective,50549,Yes,28,Wear
WO-2025-003973,OT2161,TANK_FARM-923E,Analyzer calibration,Critical,Completed,2025-08-31,2025-10-29,2025-09-21,Tech_38,TANK_FARM,Piping,Emergency,1598,Yes,33,Corrosion
WO-2025-003974,OT0458,FCC-309K,Safety valve testing,High,Open,2025-08-27,2025-09-29,,Tech_10,FCC,Static_Equipment,Inspection,47931,No,16,Overheating
WO-2025-003975,OT0779,ALKYL-909Z,Control valve maintenance,Critical,Cancelled,2025-08-30,2025-10-26,,Tech_10,ALKYL,Rotating_Equipment,Emergency,5477,No,12,Wear
WO-2025-003976,OT1086,UTILITIES-595U,Control valve maintenance,Low,Cancelled,2025-09-08,2025-09-27,,Tech_6,UTILITIES,Civil_Structural,Predictive,38571,No,6,Fatigue
WO-2025-003977,OT2364,FCC-704H,Electrical panel inspection,Medium,In_Progress,2025-09-06,2025-11-11,,Tech_28,FCC,Piping,Emergency,42181,No,35,Overheating
WO-2025-003978,OT1651,CDU-992U,Analyzer calibration,Low,Cancelled,2025-08-30,2025-10-04,,Tech_22,CDU,Civil_Structural,Emergency,22974,No,43,Overheating
WO-2025-003979,OT1380,TANK_FARM-198U,Pump impeller inspection,Critical,Open,2025-09-12,2025-11-04,,Tech_6,TANK_FARM,Static_Equipment,Corrective,9313,Yes,35,Fatigue
WO-2025-003980,OT0980,HDS-502F,Piping integrity check,Critical,Open,2025-09-14,2025-09-23,,Tech_17,HDS,Rotating_Equipment,Emergency,32323,No,9,Fatigue
WO-2025-003981,OT0289,TANK_FARM-1080X,Valve actuator repair,Critical,On_Hold,2025-09-01,2025-09-27,,Tech_17,TANK_FARM,Static_Equipment,Preventive,22144,Yes,15,Calibration_Drift
WO-2025-003982,OT1829,CDU-1065M,Control valve maintenance,Medium,Cancelled,2025-09-20,2025-11-18,,Tech_6,CDU,Piping,Shutdown,2548,No,41,Corrosion
WO-2025-003983,OT0255,UTILITIES-435C,Compressor overhaul,Medium,In_Progress,2025-09-04,2025-09-24,,Tech_9,UTILITIES,Instrumentation,Corrective,16442,No,39,Bearing_Failure
WO-2025-003984,OT0338,CDU-202S,Analyzer calibration,High,In_Progress,2025-08-30,2025-10-15,,Tech_49,CDU,Electrical,Corrective,35004,Yes,28,Seal_Failure
WO-2025-003985,OT1434,UTILITIES-1085A,Replace mechanical seal,Medium,Completed,2025-09-02,2025-10-28,2025-09-20,Tech_8,UTILITIES,Electrical,Corrective,14945,No,2,Vibration
WO-2025-003986,OT1480,FCC-1062Q,Compressor overhaul,High,On_Hold,2025-09-14,2025-11-09,,Tech_15,FCC,Static_Equipment,Inspection,34485,No,46,Corrosion
WO-2025-003987,OT0202,FCC-177D,Analyzer calibration,High,Cancelled,2025-08-24,2025-11-16,,Tech_12,FCC,Electrical,Corrective,2053,No,39,Electrical_Fault
WO-2025-003988,OT1728,CDU-725T,Heat exchanger cleaning,Medium,Cancelled,2025-09-08,2025-11-06,,Tech_4,CDU,Instrumentation,Corrective,42983,Yes,4,Vibration
WO-2025-003989,OT2033,CDU-504V,Piping integrity check,Low,Cancelled,2025-09-04,2025-10-24,,Tech_12,CDU,Piping,Shutdown,37709,No,28,Calibration_Drift
WO-2025-003990,OT0917,HDS-577L,Motor bearing replacement,Critical,Open,2025-09-11,2025-10-30,,Tech_35,HDS,Safety_Systems,Predictive,28902,No,12,Seal_Failure
WO-2025-003991,OT2141,HDS-348B,Compressor overhaul,Medium,Completed,2025-08-25,2025-09-25,2025-09-21,Tech_35,HDS,Static_Equipment,Shutdown,34554,Yes,33,Corrosion
WO-2025-003992,OT1801,FCC-502P,Replace mechanical seal,High,Open,2025-09-19,2025-10-20,,Tech_29,FCC,Piping,Preventive,19247,No,25,Fatigue
WO-2025-003993,OT2117,TANK_FARM-1081C,Analyzer calibration,Critical,Completed,2025-09-05,2025-09-29,2025-09-21,Tech_15,TANK_FARM,Safety_Systems,Predictive,21110,No,5,Vibration
WO-2025-003994,OT1735,HDS-243K,Compressor overhaul,Critical,Completed,2025-09-09,2025-10-13,2025-09-18,Tech_34,HDS,Static_Equipment,Inspection,8149,Yes,36,Overheating
WO-2025-003995,OT1070,HDS-1069N,Control valve maintenance,Medium,On_Hold,2025-09-18,2025-11-08,,Tech_20,HDS,Safety_Systems,Emergency,46536,No,46,Electrical_Fault
WO-2025-003996,OT1359,CCR-958J,Piping integrity check,Low,On_Hold,2025-08-29,2025-11-04,,Tech_49,CCR,Electrical,Emergency,45993,No,9,Overheating
WO-2025-003997,OT0679,ALKYL-617C,Analyzer calibration,High,Completed,2025-09-11,2025-10-13,2025-09-17,Tech_16,ALKYL,Instrumentation,Corrective,31833,Yes,34,Overheating
WO-2025-003998,OT0709,ALKYL-746A,Electrical panel inspection,Critical,In_Progress,2025-08-27,2025-10-01,,Tech_31,ALKYL,Static_Equipment,Predictive,35820,Yes,37,Overheating
WO-2025-003999,OT1027,CCR-718S,Control valve maintenance,Critical,Cancelled,2025-09-02,2025-11-09,,Tech_3,CCR,Safety_Systems,Shutdown,37488,Yes,41,Corrosion
WO-2025-004000,OT0319,FCC-718Z,Compressor overhaul,Critical,Completed,2025-09-08,2025-10-26,2025-09-23,Tech_43,FCC,Electrical,Corrective,34125,Yes,33,Overheating
WO-2025-004001,OT2202,ALKYL-1044Q,Electrical panel inspection,Medium,In_Progress,2025-09-11,2025-10-03,,Tech_32,ALKYL,Piping,Preventive,45056,Yes,5,Corrosion
WO-2025-004002,OT0460,FCC-316G,Safety valve testing,Low,Cancelled,2025-09-08,2025-10-28,,Tech_38,FCC,Instrumentation,Emergency,20291,No,24,Overheating
WO-2025-004003,OT0078,ALKYL-839M,Motor bearing replacement,Medium,On_Hold,2025-09-01,2025-10-27,,Tech_40,ALKYL,Piping,Corrective,24772,No,9,Calibration_Drift
WO-2025-004004,OT1328,CCR-934N,Piping integrity check,Low,Open,2025-09-13,2025-11-16,,Tech_48,CCR,Instrumentation,Predictive,17500,No,23,Calibration_Drift
WO-2025-004005,OT0094,HDS-142I,Piping integrity check,Low,Cancelled,2025-09-03,2025-11-07,,Tech_31,HDS,Civil_Structural,Predictive,48295,Yes,6,Bearing_Failure
WO-2025-004006,OT1785,CCR-195M,Analyzer calibration,High,Cancelled,2025-09-20,2025-11-04,,Tech_31,CCR,Instrumentation,Predictive,25407,No,21,Electrical_Fault
WO-2025-004007,OT1374,CCR-163P,Compressor overhaul,High,Completed,2025-09-16,2025-11-12,2025-09-20,Tech_12,CCR,Civil_Structural,Emergency,19247,No,47,Electrical_Fault
WO-2025-004008,OT1508,UTILITIES-908J,Pump impeller inspection,Critical,On_Hold,2025-08-25,2025-09-27,,Tech_35,UTILITIES,Static_Equipment,Inspection,24121,No,39,Calibration_Drift
WO-2025-004009,OT2048,UTILITIES-214C,Piping integrity check,Critical,Open,2025-09-02,2025-11-04,,Tech_40,UTILITIES,Rotating_Equipment,Inspection,36621,No,45,Electrical_Fault
WO-2025-004010,OT2010,TANK_FARM-306J,Safety valve testing,Critical,Open,2025-09-01,2025-11-13,,Tech_2,TANK_FARM,Instrumentation,Emergency,19283,Yes,11,Corrosion
WO-2025-004011,OT0697,ALKYL-1057E,Heat exchanger cleaning,Critical,In_Progress,2025-09-16,2025-09-28,,Tech_39,ALKYL,Rotating_Equipment,Preventive,47756,Yes,6,Electrical_Fault
WO-2025-004012,OT0081,FCC-645O,Calibrate pressure transmitter,Medium,Cancelled,2025-09-21,2025-11-15,,Tech_37,FCC,Civil_Structural,Inspection,10144,No,46,Vibration
WO-2025-004013,OT0295,UTILITIES-534K,Motor bearing replacement,Critical,On_Hold,2025-09-15,2025-11-04,,Tech_4,UTILITIES,Safety_Systems,Preventive,37535,Yes,14,Electrical_Fault
WO-2025-004014,OT0919,CCR-978I,Analyzer calibration,Critical,Cancelled,2025-09-05,2025-10-24,,Tech_35,CCR,Piping,Inspection,7109,No,20,Corrosion
WO-2025-004015,OT0957,FCC-904K,Pump impeller inspection,Low,Open,2025-09-16,2025-10-15,,Tech_29,FCC,Electrical,Corrective,36058,No,21,Seal_Failure
WO-2025-004016,OT0105,UTILITIES-681O,Valve actuator repair,High,Cancelled,2025-09-21,2025-10-25,,Tech_28,UTILITIES,Rotating_Equipment,Inspection,9144,No,19,Electrical_Fault
WO-2025-004017,OT0342,ALKYL-845N,Replace mechanical seal,Critical,Completed,2025-09-02,2025-10-17,2025-09-21,Tech_23,ALKYL,Safety_Systems,Emergency,6337,No,6,Calibration_Drift
WO-2025-004018,OT1954,HDS-116N,Calibrate pressure transmitter,Critical,On_Hold,2025-08-25,2025-10-17,,Tech_9,HDS,Rotating_Equipment,Inspection,23463,No,15,Electrical_Fault
WO-2025-004019,OT1263,CDU-356C,Safety valve testing,Medium,On_Hold,2025-09-05,2025-10-05,,Tech_23,CDU,Civil_Structural,Preventive,11821,Yes,30,Vibration
WO-2025-004020,OT1135,TANK_FARM-243S,Motor bearing replacement,Critical,Open,2025-08-27,2025-09-24,,Tech_31,TANK_FARM,Static_Equipment,Shutdown,21980,No,14,Overheating
WO-2025-004021,OT1234,HDS-1010U,Valve actuator repair,Low,In_Progress,2025-09-22,2025-09-26,,Tech_27,HDS,Electrical,Shutdown,42710,Yes,3,Electrical_Fault
WO-2025-004022,OT1933,CCR-1012P,Pump impeller inspection,High,Open,2025-09-12,2025-10-11,,Tech_46,CCR,Electrical,Preventive,24770,Yes,16,Seal_Failure
WO-2025-004023,OT1414,ALKYL-157G,Heat exchanger cleaning,Low,Cancelled,2025-09-12,2025-11-11,,Tech_22,ALKYL,Electrical,Emergency,27575,Yes,20,Seal_Failure
WO-2025-004024,OT1183,CDU-333M,Electrical panel inspection,Critical,Completed,2025-09-01,2025-10-28,2025-09-22,Tech_20,CDU,Instrumentation,Predictive,37274,Yes,28,Vibration
WO-2025-004025,OT1589,FCC-289I,Compressor overhaul,Critical,Completed,2025-09-11,2025-10-03,2025-09-21,Tech_47,FCC,Static_Equipment,Preventive,20499,Yes,6,Vibration
WO-2025-004026,OT1738,HDS-563K,Electrical panel inspection,Medium,Cancelled,2025-09-06,2025-11-13,,Tech_39,HDS,Civil_Structural,Inspection,34033,No,4,Calibration_Drift
WO-2025-004027,OT2391,CCR-235K,Heat exchanger cleaning,Medium,Open,2025-09-15,2025-11-05,,Tech_18,CCR,Static_Equipment,Preventive,9339,Yes,42,Overheating
WO-2025-004028,OT1289,CDU-913M,Valve actuator repair,Medium,On_Hold,2025-08-31,2025-10-19,,Tech_20,CDU,Safety_Systems,Corrective,41539,Yes,3,Seal_Failure
WO-2025-004029,OT1165,TANK_FARM-622F,Analyzer calibration,Low,In_Progress,2025-09-12,2025-10-03,,Tech_13,TANK_FARM,Piping,Emergency,35586,No,20,Overheating
WO-2025-004030,OT2139,TANK_FARM-319N,Analyzer calibration,Medium,Open,2025-09-21,2025-10-27,,Tech_6,TANK_FARM,Safety_Systems,Shutdown,31091,No,25,Bearing_Failure
WO-2025-004031,OT2296,TANK_FARM-606P,Control valve maintenance,Low,Cancelled,2025-09-06,2025-09-24,,Tech_6,TANK_FARM,Rotating_Equipment,Corrective,35272,Yes,46,Corrosion
WO-2025-004032,OT1842,HDS-417T,Valve actuator repair,Low,In_Progress,2025-08-31,2025-11-01,,Tech_30,HDS,Electrical,Corrective,20031,Yes,37,Fatigue
WO-2025-004033,OT1707,UTILITIES-1018H,Analyzer calibration,High,In_Progress,2025-09-20,2025-11-17,,Tech_20,UTILITIES,Static_Equipment,Corrective,50949,Yes,6,Electrical_Fault
WO-2025-004034,OT0409,HDS-226O,Heat exchanger cleaning,Critical,Open,2025-08-26,2025-11-13,,Tech_23,HDS,Rotating_Equipment,Preventive,15398,No,32,Seal_Failure
WO-2025-004035,OT0143,HDS-1089F,Piping integrity check,Critical,On_Hold,2025-08-31,2025-10-27,,Tech_36,HDS,Rotating_Equipment,Corrective,15999,Yes,23,Corrosion
WO-2025-004036,OT0928,FCC-593A,Valve actuator repair,Critical,On_Hold,2025-09-14,2025-11-02,,Tech_5,FCC,Rotating_Equipment,Corrective,46730,No,36,Vibration
WO-2025-004037,OT1868,CDU-772M,Motor bearing replacement,Low,Completed,2025-09-09,2025-11-20,2025-09-17,Tech_15,CDU,Piping,Emergency,50471,Yes,24,Vibration
WO-2025-004038,OT1778,HDS-740L,Safety valve testing,Medium,In_Progress,2025-09-23,2025-10-06,,Tech_31,HDS,Instrumentation,Emergency,9635,Yes,9,Electrical_Fault
WO-2025-004039,OT2402,ALKYL-905L,Pump impeller inspection,Low,On_Hold,2025-09-23,2025-10-10,,Tech_13,ALKYL,Rotating_Equipment,Corrective,14112,No,8,Corrosion
WO-2025-004040,OT2429,UTILITIES-1092G,Calibrate pressure transmitter,High,In_Progress,2025-08-25,2025-11-22,,Tech_31,UTILITIES,Static_Equipment,Predictive,2177,No,6,Overheating
WO-2025-004041,OT0027,ALKYL-1023U,Control valve maintenance,Low,Cancelled,2025-08-25,2025-11-19,,Tech_33,ALKYL,Static_Equipment,Corrective,13055,No,2,Vibration
WO-2025-004042,OT1490,FCC-592I,Heat exchanger cleaning,Low,In_Progress,2025-09-16,2025-10-24,,Tech_42,FCC,Piping,Preventive,36968,No,15,Calibration_Drift
WO-2025-004043,OT1777,CDU-648S,Analyzer calibration,High,In_Progress,2025-09-15,2025-10-07,,Tech_8,CDU,Electrical,Emergency,2960,Yes,46,Corrosion
WO-2025-004044,OT1094,HDS-284C,Control valve maintenance,Medium,On_Hold,2025-09-18,2025-10-05,,Tech_41,HDS,Piping,Inspection,16124,Yes,23,Bearing_Failure
WO-2025-004045,OT0697,HDS-531P,Replace mechanical seal,Medium,In_Progress,2025-09-10,2025-10-28,,Tech_10,HDS,Rotating_Equipment,Preventive,30817,Yes,18,Vibration
WO-2025-004046,OT0721,ALKYL-576W,Replace mechanical seal,High,Open,2025-08-30,2025-11-11,,Tech_8,ALKYL,Safety_Systems,Shutdown,9293,Yes,43,Vibration
WO-2025-004047,OT2494,CDU-480Q,Motor bearing replacement,Critical,In_Progress,2025-09-04,2025-10-14,,Tech_26,CDU,Civil_Structural,Preventive,17621,No,14,Calibration_Drift
WO-2025-004048,OT0227,ALKYL-757F,Replace mechanical seal,High,On_Hold,2025-09-04,2025-10-14,,Tech_41,ALKYL,Civil_Structural,Inspection,12207,Yes,46,Electrical_Fault
WO-2025-004049,OT0020,FCC-224R,Pump impeller inspection,High,Open,2025-09-11,2025-09-24,,Tech_19,FCC,Instrumentation,Corrective,7553,No,20,Vibration
WO-2025-004050,OT2226,ALKYL-645I,Analyzer calibration,Medium,Completed,2025-09-13,2025-10-27,2025-09-16,Tech_6,ALKYL,Static_Equipment,Preventive,36464,Yes,11,Electrical_Fault
WO-2025-004051,OT1764,FCC-708B,Safety valve testing,Low,In_Progress,2025-09-09,2025-11-19,,Tech_44,FCC,Piping,Shutdown,15786,No,27,Corrosion
WO-2025-004052,OT1957,CDU-360Y,Replace mechanical seal,Medium,In_Progress,2025-08-29,2025-11-09,,Tech_15,CDU,Safety_Systems,Inspection,3358,No,19,Seal_Failure
WO-2025-004053,OT0945,ALKYL-898K,Analyzer calibration,Low,On_Hold,2025-09-22,2025-10-09,,Tech_2,ALKYL,Piping,Predictive,8284,Yes,4,Corrosion
WO-2025-004054,OT2087,CCR-338Z,Safety valve testing,High,In_Progress,2025-08-27,2025-10-06,,Tech_15,CCR,Civil_Structural,Emergency,48215,No,4,Fatigue
WO-2025-004055,OT0187,HDS-1005S,Safety valve testing,High,Completed,2025-08-30,2025-10-28,2025-09-20,Tech_19,HDS,Safety_Systems,Corrective,24464,No,25,Overheating
WO-2025-004056,OT0619,CDU-973B,Electrical panel inspection,Low,Cancelled,2025-08-27,2025-11-14,,Tech_22,CDU,Piping,Predictive,48233,Yes,27,Vibration
WO-2025-004057,OT1308,FCC-318L,Piping integrity check,Low,On_Hold,2025-08-30,2025-11-17,,Tech_24,FCC,Static_Equipment,Emergency,44130,No,30,Seal_Failure
WO-2025-004058,OT1887,HDS-870F,Replace mechanical seal,High,Cancelled,2025-08-25,2025-11-04,,Tech_32,HDS,Instrumentation,Emergency,21568,No,23,Calibration_Drift
WO-2025-004059,OT1607,CCR-293M,Piping integrity check,Medium,Open,2025-09-11,2025-11-19,,Tech_3,CCR,Civil_Structural,Predictive,29173,No,2,Wear
WO-2025-004060,OT1392,FCC-611X,Analyzer calibration,High,On_Hold,2025-08-27,2025-11-11,,Tech_35,FCC,Safety_Systems,Inspection,23452,No,12,Vibration
WO-2025-004061,OT0305,FCC-1043K,Control valve maintenance,High,Completed,2025-09-23,2025-11-05,2025-09-23,Tech_37,FCC,Electrical,Inspection,29232,No,21,Vibration
