asset_id,normal_operating_range,alarm_thresholds,performance_indicators,maintenance_strategy,run_time_hours,last_major_service,next_service_due,operating_efficiency,degradation_rate
A0464,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,50458,2025-02-02,2025-12-10,92.6,Accelerated
A0465,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,24550,2025-07-17,2026-02-19,90.6,Normal
A0466,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,48045,2025-02-11,2025-10-29,87.0,Accelerated
A0467,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,22473,2025-05-17,2025-10-26,87.9,Normal
A0468,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,31123,2025-08-19,2025-12-09,87.8,Moderate
A0469,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,38165,2025-08-06,2026-03-07,88.2,Moderate
A0470,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,13172,2025-09-12,2025-12-17,91.6,Normal
A0471,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,50571,2024-11-19,2025-12-26,93.8,Accelerated
A0472,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,20034,2025-04-07,2025-10-01,93.0,Normal
A0473,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,26714,2025-02-19,2026-03-08,88.3,Moderate
A0474,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,52681,2024-10-18,2026-01-05,90.1,Accelerated
A0475,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,23648,2025-01-20,2025-10-11,94.7,Normal
A0476,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,47910,2024-10-06,2025-11-25,92.0,Accelerated
A0477,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,58518,2025-03-01,2026-01-21,94.0,Accelerated
A0478,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,37589,2025-07-22,2026-01-03,86.0,Moderate
A0479,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,35823,2024-11-29,2025-12-04,88.0,Moderate
A0480,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,46914,2025-06-24,2026-01-09,89.4,Accelerated
A0481,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,29580,2025-03-02,2025-12-02,88.3,Moderate
A0482,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,10150,2024-12-13,2026-02-02,85.2,Normal
A0483,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,45632,2024-12-05,2026-02-09,91.4,Accelerated
A0484,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,47642,2025-07-01,2025-12-11,85.2,Accelerated
A0485,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,21681,2024-10-09,2025-12-16,90.7,Normal
A0486,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,21131,2025-04-28,2026-02-20,94.8,Normal
A0487,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,54548,2025-06-27,2025-11-18,94.2,Accelerated
A0488,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,59303,2025-07-06,2026-01-10,89.0,Accelerated
A0489,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,31622,2025-04-30,2025-10-16,91.7,Moderate
A0490,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,51057,2025-07-21,2025-11-29,91.7,Accelerated
A0491,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,45178,2025-05-11,2026-02-19,91.4,Accelerated
A0492,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,17299,2025-04-18,2025-11-18,86.6,Normal
A0493,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,50848,2025-04-30,2025-11-02,86.6,Accelerated
A0494,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,31874,2025-08-26,2026-03-22,89.8,Moderate
A0495,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,59942,2025-02-03,2026-01-13,91.5,Accelerated
A0496,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,51126,2025-01-08,2026-03-11,93.7,Accelerated
