tag_id,plant,unit,device_type,ip_address,mac_address,protocol,vendor,model,firmware_version,last_seen,discovery_method,confidence_level,network_segment,criticality,is_managed,has_security_patches
"REF-050","Baytown Refinery","Reformer Unit","HMI","192.168.199.75","51:08:9e:78:84:54","OPC UA","Schneider","HMI-9403","1.0.99","2025-10-21T02:51:46.877Z","Asset Inventory","71","VLAN-16","High","true","true"
"REF-051","Baytown Refinery","Reformer Unit","RTU","192.168.161.82","58:cd:2f:7c:3b:65","Profinet","Rockwell","RTU-7588","5.5.84","2025-10-20T19:54:27.220Z","SNMP","76","VLAN-11","Low","false","true"
"ALK-001","Baytown Refinery","Alkylation Unit","Control Valve","192.168.10.173","5e:94:59:9e:41:99","Ethernet/IP","Emerson","ControlValve-6011","4.6.44","2025-10-18T18:46:44.577Z","Asset Inventory","73","VLAN-67","Critical","false","false"
"ALK-002","Baytown Refinery","Alkylation Unit","Control Valve","192.168.129.168","4f:6f:51:47:aa:af","OPC UA","Rockwell","ControlValve-1247","5.9.4","2025-10-22T11:18:31.972Z","Protocol Analysis","62","VLAN-39","Critical","true","false"
"ALK-003","Baytown Refinery","Alkylation Unit","Temperature Transmitter","192.168.145.154","f8:f1:ae:9b:39:ad","Profinet","ABB","TemperatureTransmitter-7449","1.4.7","2025-10-19T19:20:39.726Z","Protocol Analysis","96","VLAN-40","High","false","true"
"ALK-004","Baytown Refinery","Alkylation Unit","Temperature Transmitter","192.168.251.33","b5:01:ae:89:60:1c","DNP3","Emerson","TemperatureTransmitter-7655","3.6.73","2025-10-20T16:48:46.682Z","Asset Inventory","65","VLAN-97","High","false","false"
"ALK-005","Baytown Refinery","Alkylation Unit","HMI","192.168.200.241","a7:d7:f0:96:29:38","Modbus TCP","Emerson","HMI-4643","4.0.43","2025-10-18T01:03:58.741Z","SNMP","99","VLAN-24","Medium","false","false"
"ALK-006","Baytown Refinery","Alkylation Unit","Temperature Transmitter","192.168.207.253","9e:29:eb:16:0c:ea","Ethernet/IP","Schneider","TemperatureTransmitter-2441","3.3.69","2025-10-21T04:45:59.421Z","Asset Inventory","79","VLAN-17","Low","true","true"
"ALK-007","Baytown Refinery","Alkylation Unit","Flow Transmitter","192.168.234.249","f0:a3:04:f0:48:b0","OPC UA","ABB","FlowTransmitter-7262","4.5.26","2025-10-21T21:40:05.158Z","SNMP","92","VLAN-99","Low","true","false"
"ALK-008","Baytown Refinery","Alkylation Unit","Motor Starter","192.168.223.122","30:4a:ac:44:58:6c","OPC UA","Schneider","MotorStarter-7705","4.9.27","2025-10-18T05:46:47.392Z","SNMP","73","VLAN-36","Critical","true","true"
"ALK-009","Baytown Refinery","Alkylation Unit","Pressure Transmitter","192.168.65.42","5c:d3:ac:0b:2b:5d","Modbus TCP","ABB","PressureTransmitter-8867","1.1.29","2025-10-18T01:56:24.435Z","SNMP","98","VLAN-46","High","false","true"
"ALK-010","Baytown Refinery","Alkylation Unit","Pressure Transmitter","192.168.212.254","6e:81:89:ec:43:02","OPC UA","Honeywell","PressureTransmitter-3407","2.1.11","2025-10-24T04:15:20.530Z","SNMP","70","VLAN-52","Low","true","true"
"ALK-011","Baytown Refinery","Alkylation Unit","Temperature Transmitter","192.168.11.252","b7:23:b2:04:e8:5b","Modbus TCP","ABB","TemperatureTransmitter-7809","5.7.36","2025-10-19T16:35:58.995Z","Asset Inventory","70","VLAN-24","Low","true","true"
"ALK-012","Baytown Refinery","Alkylation Unit","Temperature Transmitter","192.168.250.242","95:a8:da:70:c6:25","Ethernet/IP","Schneider","TemperatureTransmitter-3339","2.5.53","2025-10-24T00:08:14.059Z","Asset Inventory","72","VLAN-56","Critical","true","false"
"ALK-013","Baytown Refinery","Alkylation Unit","DCS","192.168.43.130","ad:43:f8:bf:82:6c","DNP3","Schneider","DCS-6107","1.1.69","2025-10-20T15:43:07.869Z","Network Scan","92","VLAN-61","Critical","true","false"
"ALK-014","Baytown Refinery","Alkylation Unit","Control Valve","192.168.9.100","b1:fe:a1:7a:38:59","Profinet","Emerson","ControlValve-9428","5.1.59","2025-10-23T10:28:03.242Z","SNMP","69","VLAN-72","Low","false","true"
"ALK-015","Baytown Refinery","Alkylation Unit","Safety PLC","192.168.250.237","55:ac:5b:88:83:1b","Ethernet/IP","Siemens","SafetyPLC-7276","2.1.2","2025-10-20T18:24:41.032Z","Protocol Analysis","63","VLAN-34","High","true","false"
"ALK-016","Baytown Refinery","Alkylation Unit","Control Valve","192.168.122.112","2c:20:a6:73:24:26","Modbus TCP","Rockwell","ControlValve-9959","1.2.75","2025-10-21T11:48:50.184Z","Network Scan","69","VLAN-50","Critical","true","true"
"ALK-017","Baytown Refinery","Alkylation Unit","RTU","192.168.186.105","3a:56:cb:7a:d4:d2","OPC UA","Rockwell","RTU-4768","1.9.46","2025-10-18T18:39:32.619Z","Network Scan","80","VLAN-90","High","true","true"
"ALK-018","Baytown Refinery","Alkylation Unit","Motor Starter","192.168.126.205","17:6a:90:44:f3:7c","OPC UA","Schneider","MotorStarter-1636","3.4.90","2025-10-18T04:14:19.188Z","Protocol Analysis","93","VLAN-55","Critical","true","true"
"ALK-019","Baytown Refinery","Alkylation Unit","Safety PLC","192.168.10.206","02:eb:16:d7:a9:0e","Ethernet/IP","Emerson","SafetyPLC-5327","2.3.76","2025-10-21T15:42:43.265Z","Network Scan","88","VLAN-68","Critical","true","true"
"ALK-020","Baytown Refinery","Alkylation Unit","Temperature Transmitter","192.168.53.184","5f:f2:c6:86:bf:b9","Profinet","Rockwell","TemperatureTransmitter-4033","4.1.39","2025-10-19T03:31:20.052Z","Asset Inventory","98","VLAN-2","High","true","false"
"ALK-021","Baytown Refinery","Alkylation Unit","Flow Transmitter","192.168.4.52","2f:3a:0e:52:17:1f","Modbus TCP","Schneider","FlowTransmitter-2826","3.4.11","2025-10-19T12:23:29.256Z","Protocol Analysis","85","VLAN-73","Critical","false","true"
"ALK-022","Baytown Refinery","Alkylation Unit","Flow Transmitter","192.168.185.92","b6:5b:bf:fd:62:d3","OPC UA","Schneider","FlowTransmitter-7772","2.9.18","2025-10-23T09:12:46.803Z","SNMP","73","VLAN-46","Critical","false","true"
"ALK-023","Baytown Refinery","Alkylation Unit","HMI","192.168.181.131","3e:f3:ce:f1:19:f0","OPC UA","Schneider","HMI-6134","3.1.43","2025-10-20T08:31:37.653Z","Network Scan","66","VLAN-12","Medium","true","true"
"ALK-024","Baytown Refinery","Alkylation Unit","Motor Starter","192.168.116.122","69:c2:fe:35:01:73","Modbus TCP","Honeywell","MotorStarter-9373","4.9.2","2025-10-22T09:12:52.415Z","SNMP","83","VLAN-28","Low","true","false"
"ALK-025","Baytown Refinery","Alkylation Unit","PLC","192.168.45.248","da:28:48:ba:ad:2e","OPC UA","Rockwell","PLC-2117","1.9.42","2025-10-21T15:53:30.631Z","SNMP","70","VLAN-96","Low","true","false"
"ALK-026","Baytown Refinery","Alkylation Unit","Temperature Transmitter","192.168.237.253","71:72:d6:43:5e:a4","DNP3","ABB","TemperatureTransmitter-1387","5.9.72","2025-10-19T21:55:31.470Z","Asset Inventory","68","VLAN-97","Medium","true","true"
"ALK-027","Baytown Refinery","Alkylation Unit","DCS","192.168.134.80","ab:1b:96:6b:a0:0a","Ethernet/IP","Rockwell","DCS-2561","4.5.36","2025-10-20T01:58:27.152Z","Protocol Analysis","81","VLAN-4","High","true","true"
"ALK-028","Baytown Refinery","Alkylation Unit","DCS","192.168.137.42","24:d2:9e:52:a4:3d","Modbus TCP","Rockwell","DCS-7250","2.5.38","2025-10-20T14:55:28.238Z","SNMP","89","VLAN-85","High","false","true"
"ALK-029","Baytown Refinery","Alkylation Unit","Motor Starter","192.168.116.49","e1:64:46:91:f8:e5","Ethernet/IP","Honeywell","MotorStarter-5051","2.4.70","2025-10-24T07:05:13.594Z","Protocol Analysis","60","VLAN-42","Critical","false","false"
"ALK-030","Baytown Refinery","Alkylation Unit","RTU","192.168.161.148","1e:ce:cd:e6:2b:94","Modbus TCP","Schneider","RTU-2173","4.9.3","2025-10-18T15:15:58.194Z","Protocol Analysis","63","VLAN-53","Low","true","true"
"ALK-031","Baytown Refinery","Alkylation Unit","HMI","192.168.244.194","c8:71:1f:06:93:80","Ethernet/IP","Rockwell","HMI-7111","1.8.90","2025-10-20T08:58:43.696Z","Asset Inventory","70","VLAN-25","Medium","false","true"
"ALK-032","Baytown Refinery","Alkylation Unit","Flow Transmitter","192.168.108.104","98:ed:67:01:fb:24","Ethernet/IP","ABB","FlowTransmitter-8615","2.6.44","2025-10-20T05:28:33.804Z","Protocol Analysis","86","VLAN-36","Medium","true","false"
"ALK-033","Baytown Refinery","Alkylation Unit","Control Valve","192.168.4.210","c9:29:b2:9e:f7:9f","DNP3","ABB","ControlValve-8107","3.9.72","2025-10-18T00:23:12.888Z","Network Scan","89","VLAN-35","Critical","false","false"
"ALK-034","Baytown Refinery","Alkylation Unit","Safety PLC","192.168.224.70","8d:a7:c0:6b:b1:c4","Profinet","Honeywell","SafetyPLC-1473","5.4.10","2025-10-19T00:25:37.692Z","Network Scan","68","VLAN-77","Critical","false","false"
"ALK-035","Baytown Refinery","Alkylation Unit","RTU","192.168.238.240","ed:36:58:72:a7:d9","Modbus TCP","Siemens","RTU-2939","4.7.46","2025-10-23T12:41:01.570Z","SNMP","78","VLAN-46","Low","true","true"
"ALK-036","Baytown Refinery","Alkylation Unit","Pressure Transmitter","192.168.67.160","8d:3a:0b:ad:e4:b8","Modbus TCP","Honeywell","PressureTransmitter-2180","2.7.36","2025-10-18T07:16:12.079Z","Network Scan","83","VLAN-56","High","false","true"
"ALK-037","Baytown Refinery","Alkylation Unit","Temperature Transmitter","192.168.158.169","75:19:a6:5d:57:5e","Ethernet/IP","Honeywell","TemperatureTransmitter-1923","4.6.57","2025-10-23T09:03:56.229Z","SNMP","88","VLAN-38","Medium","true","true"
"ALK-038","Baytown Refinery","Alkylation Unit","Motor Starter","192.168.48.240","dd:ec:28:3b:26:a5","OPC UA","Honeywell","MotorStarter-8485","2.6.87","2025-10-23T03:21:03.532Z","SNMP","66","VLAN-12","Critical","true","true"
"ALK-039","Baytown Refinery","Alkylation Unit","Flow Transmitter","192.168.78.211","8a:6b:44:75:6f:62","Modbus TCP","Schneider","FlowTransmitter-8215","4.3.24","2025-10-19T19:47:49.781Z","SNMP","76","VLAN-60","High","true","true"
"ALK-040","Baytown Refinery","Alkylation Unit","Motor Starter","192.168.191.165","82:8d:c0:d0:09:1d","DNP3","ABB","MotorStarter-2384","4.9.44","2025-10-24T17:41:38.033Z","SNMP","84","VLAN-52","Medium","true","true"
"ALK-041","Baytown Refinery","Alkylation Unit","Flow Transmitter","192.168.79.217","3e:26:40:4a:13:be","OPC UA","Schneider","FlowTransmitter-9006","3.5.25","2025-10-22T22:56:24.711Z","SNMP","70","VLAN-82","Critical","true","true"
"ALK-042","Baytown Refinery","Alkylation Unit","DCS","192.168.140.198","ad:ec:f0:00:45:15","Modbus TCP","ABB","DCS-3703","3.1.36","2025-10-24T15:32:48.731Z","Network Scan","95","VLAN-52","Critical","true","false"
"ALK-043","Baytown Refinery","Alkylation Unit","Temperature Transmitter","192.168.59.87","41:d6:91:a1:c7:a1","Profinet","Rockwell","TemperatureTransmitter-8488","3.5.80","2025-10-21T04:45:58.018Z","Asset Inventory","93","VLAN-92","High","true","true"
"ALK-044","Baytown Refinery","Alkylation Unit","Flow Transmitter","192.168.45.94","c4:4e:07:e5:f7:3c","Profinet","Honeywell","FlowTransmitter-8603","5.9.82","2025-10-19T09:01:07.256Z","Asset Inventory","60","VLAN-28","Critical","true","false"
"ALK-045","Baytown Refinery","Alkylation Unit","HMI","192.168.194.123","2e:52:65:af:ad:c9","Modbus TCP","Siemens","HMI-5527","5.5.33","2025-10-23T11:45:33.532Z","Asset Inventory","87","VLAN-30","Critical","true","true"
"ALK-046","Baytown Refinery","Alkylation Unit","Pressure Transmitter","192.168.219.38","a1:59:02:c9:0a:b5","DNP3","Emerson","PressureTransmitter-6229","2.9.83","2025-10-18T15:51:59.692Z","Protocol Analysis","70","VLAN-43","Low","true","true"
"CRU-001","Port Arthur Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.16.247","be:24:74:0d:4e:86","Profinet","Rockwell","TemperatureTransmitter-2785","1.0.35","2025-10-20T01:28:57.257Z","Protocol Analysis","66","VLAN-57","Critical","true","true"
"CRU-002","Port Arthur Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.188.248","47:b2:a1:e1:ca:56","Modbus TCP","ABB","FlowTransmitter-9839","1.3.98","2025-10-20T03:09:26.632Z","Network Scan","94","VLAN-48","Critical","true","true"
"CRU-003","Port Arthur Refinery","Crude Distillation Unit (CDU)","RTU","192.168.233.141","86:6b:de:0b:ab:c2","Profinet","Siemens","RTU-6439","4.2.0","2025-10-23T14:10:25.462Z","Asset Inventory","69","VLAN-52","High","false","false"
"CRU-004","Port Arthur Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.25.235","20:f9:1d:71:94:2c","Profinet","Honeywell","SafetyPLC-6460","5.6.18","2025-10-23T01:29:18.058Z","Network Scan","90","VLAN-59","Medium","false","true"
"CRU-005","Port Arthur Refinery","Crude Distillation Unit (CDU)","RTU","192.168.76.163","af:6b:28:ff:da:e7","Modbus TCP","Schneider","RTU-2969","4.3.0","2025-10-19T20:59:34.576Z","SNMP","61","VLAN-20","High","true","true"
"CRU-006","Port Arthur Refinery","Crude Distillation Unit (CDU)","PLC","192.168.137.212","fa:58:b8:57:ef:3f","Profinet","Schneider","PLC-4874","5.0.14","2025-10-19T01:00:19.857Z","Network Scan","96","VLAN-6","High","true","true"
"CRU-007","Port Arthur Refinery","Crude Distillation Unit (CDU)","Control Valve","192.168.224.223","53:3f:ef:1f:eb:97","OPC UA","Honeywell","ControlValve-8587","4.0.41","2025-10-22T07:42:30.841Z","Asset Inventory","88","VLAN-58","Medium","true","false"
"CRU-008","Port Arthur Refinery","Crude Distillation Unit (CDU)","Control Valve","192.168.152.170","3f:46:80:74:b2:60","OPC UA","Siemens","ControlValve-6856","4.7.45","2025-10-23T19:57:51.513Z","Asset Inventory","63","VLAN-34","Medium","true","true"
"CRU-009","Port Arthur Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.98.28","05:62:a2:f1:33:bb","Modbus TCP","Emerson","SafetyPLC-4381","5.1.77","2025-10-20T20:15:42.234Z","Asset Inventory","99","VLAN-22","Medium","false","true"
"CRU-010","Port Arthur Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.129.98","c9:e3:1c:f9:42:d7","DNP3","Rockwell","FlowTransmitter-6207","2.9.50","2025-10-19T23:15:53.014Z","SNMP","74","VLAN-58","Critical","true","false"
"CRU-011","Port Arthur Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.192.23","83:b3:cb:fe:2d:a9","Ethernet/IP","Siemens","FlowTransmitter-1659","5.7.73","2025-10-21T15:24:28.784Z","SNMP","65","VLAN-56","Critical","false","true"
"CRU-012","Port Arthur Refinery","Crude Distillation Unit (CDU)","Motor Starter","192.168.58.160","57:b0:83:15:f4:6e","Profinet","Schneider","MotorStarter-3922","5.2.18","2025-10-20T04:32:13.258Z","Asset Inventory","88","VLAN-57","High","true","false"
"CRU-013","Port Arthur Refinery","Crude Distillation Unit (CDU)","Motor Starter","192.168.120.26","14:c1:84:f9:1a:2a","Modbus TCP","Siemens","MotorStarter-7548","4.3.80","2025-10-22T13:36:24.950Z","SNMP","68","VLAN-100","Critical","true","false"
"CRU-014","Port Arthur Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.219.68","56:20:0a:dc:ee:2c","Modbus TCP","Honeywell","FlowTransmitter-7228","2.7.92","2025-10-23T12:05:53.709Z","Asset Inventory","73","VLAN-88","High","true","false"
"CRU-015","Port Arthur Refinery","Crude Distillation Unit (CDU)","HMI","192.168.246.43","c5:07:70:e9:e6:5c","DNP3","Rockwell","HMI-3916","2.5.79","2025-10-23T19:09:53.378Z","Network Scan","88","VLAN-89","High","false","true"
"CRU-016","Port Arthur Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","192.168.239.215","1f:3f:c4:fb:40:1c","Modbus TCP","Honeywell","PressureTransmitter-8658","3.0.68","2025-10-21T21:53:08.203Z","Network Scan","73","VLAN-28","Low","true","true"
"CRU-017","Port Arthur Refinery","Crude Distillation Unit (CDU)","PLC","192.168.41.232","d4:ce:c3:ff:0b:f5","Profinet","Siemens","PLC-8798","1.0.23","2025-10-17T18:56:12.192Z","Protocol Analysis","99","VLAN-29","High","false","true"
"CRU-018","Port Arthur Refinery","Crude Distillation Unit (CDU)","HMI","192.168.34.103","d0:f6:92:da:4a:72","Profinet","ABB","HMI-8861","5.3.44","2025-10-22T23:26:23.559Z","Asset Inventory","98","VLAN-44","High","false","false"
"CRU-019","Port Arthur Refinery","Crude Distillation Unit (CDU)","HMI","192.168.149.232","43:78:39:2b:49:96","OPC UA","Emerson","HMI-1163","3.7.97","2025-10-23T03:02:54.093Z","Network Scan","65","VLAN-4","Critical","true","true"
"CRU-020","Port Arthur Refinery","Crude Distillation Unit (CDU)","RTU","192.168.25.136","97:f2:83:d8:48:9f","Modbus TCP","Honeywell","RTU-7219","4.1.82","2025-10-19T14:56:32.953Z","Network Scan","78","VLAN-92","Medium","true","true"
"CRU-021","Port Arthur Refinery","Crude Distillation Unit (CDU)","PLC","192.168.209.195","15:98:d2:7f:42:66","OPC UA","ABB","PLC-4099","2.1.48","2025-10-19T11:12:26.778Z","Asset Inventory","66","VLAN-55","Medium","true","false"
"CRU-022","Port Arthur Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.144.40","0f:7c:a4:aa:48:57","Ethernet/IP","Siemens","TemperatureTransmitter-3784","1.3.57","2025-10-22T16:16:58.904Z","Protocol Analysis","86","VLAN-24","High","true","true"
"CRU-023","Port Arthur Refinery","Crude Distillation Unit (CDU)","Control Valve","192.168.44.122","46:8c:b8:73:5b:94","Profinet","Schneider","ControlValve-3328","2.8.9","2025-10-18T08:33:36.029Z","Asset Inventory","93","VLAN-75","Critical","true","false"
"CRU-024","Port Arthur Refinery","Crude Distillation Unit (CDU)","RTU","192.168.241.117","51:d1:d4:d5:19:5e","Ethernet/IP","Schneider","RTU-3626","3.3.32","2025-10-18T18:23:07.151Z","Network Scan","84","VLAN-84","Critical","false","true"
"CRU-025","Port Arthur Refinery","Crude Distillation Unit (CDU)","PLC","192.168.27.244","b1:1d:ee:ae:9e:6d","OPC UA","ABB","PLC-1997","2.0.1","2025-10-18T19:39:15.698Z","Protocol Analysis","89","VLAN-29","Critical","true","false"
"CRU-026","Port Arthur Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.122.47","10:8f:63:84:a7:f3","Modbus TCP","ABB","TemperatureTransmitter-6514","1.8.58","2025-10-24T01:26:54.497Z","SNMP","99","VLAN-64","High","false","false"
"CRU-027","Port Arthur Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.91.254","38:7b:e5:6c:66:d8","Ethernet/IP","Emerson","FlowTransmitter-3954","4.8.23","2025-10-20T00:30:28.741Z","Protocol Analysis","93","VLAN-68","High","false","false"
"CRU-028","Port Arthur Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.184.41","4d:ff:1e:06:ca:bb","OPC UA","Emerson","FlowTransmitter-6682","4.8.77","2025-10-21T04:55:21.691Z","Protocol Analysis","73","VLAN-62","Medium","false","true"
"CRU-029","Port Arthur Refinery","Crude Distillation Unit (CDU)","Motor Starter","192.168.223.80","ec:9a:c6:be:db:cd","Ethernet/IP","ABB","MotorStarter-7280","1.7.46","2025-10-20T05:15:53.180Z","Asset Inventory","74","VLAN-52","High","true","true"
"CRU-030","Port Arthur Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.147.189","1c:66:c5:27:44:d2","DNP3","Honeywell","SafetyPLC-4892","1.8.25","2025-10-20T19:22:23.338Z","Network Scan","72","VLAN-69","Medium","true","false"
"CRU-031","Port Arthur Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","192.168.89.122","65:ab:41:e6:7b:ca","Ethernet/IP","Honeywell","PressureTransmitter-8589","3.8.13","2025-10-20T18:29:35.353Z","Asset Inventory","79","VLAN-12","High","true","true"
"CRU-032","Port Arthur Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.140.123","a9:4f:a7:81:c5:cd","Profinet","Siemens","TemperatureTransmitter-9422","3.4.99","2025-10-22T05:21:05.032Z","SNMP","64","VLAN-35","Low","true","false"
"CRU-033","Port Arthur Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.54.141","a8:8c:d3:c5:cf:86","Profinet","ABB","SafetyPLC-2434","3.9.33","2025-10-19T00:36:02.362Z","Asset Inventory","87","VLAN-84","Low","false","false"
"CRU-034","Port Arthur Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.126.103","e4:30:89:82:40:82","OPC UA","Rockwell","SafetyPLC-1066","2.5.60","2025-10-18T18:30:08.708Z","Protocol Analysis","96","VLAN-23","Low","true","false"
"CRU-035","Port Arthur Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.237.55","d4:ea:7a:e4:45:dc","Ethernet/IP","Rockwell","SafetyPLC-6315","5.9.37","2025-10-20T22:33:24.509Z","Asset Inventory","94","VLAN-21","Low","false","true"
"CRU-036","Port Arthur Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.172.77","13:f6:2c:e5:56:d3","Modbus TCP","Siemens","SafetyPLC-9110","3.8.15","2025-10-18T00:19:22.717Z","SNMP","87","VLAN-23","High","false","true"
"CRU-037","Port Arthur Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.203.231","35:b9:9d:01:f4:c4","DNP3","Siemens","FlowTransmitter-8705","1.1.7","2025-10-21T13:22:35.918Z","SNMP","76","VLAN-32","Critical","true","false"
"CRU-038","Port Arthur Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","192.168.140.247","13:55:10:ad:ce:b3","Modbus TCP","Siemens","PressureTransmitter-7571","2.8.63","2025-10-23T16:27:52.875Z","SNMP","71","VLAN-43","High","false","true"
"CRU-039","Port Arthur Refinery","Crude Distillation Unit (CDU)","Motor Starter","192.168.202.74","80:c7:8e:8c:a8:b1","DNP3","Emerson","MotorStarter-3949","3.5.33","2025-10-20T22:47:09.583Z","Asset Inventory","94","VLAN-83","Low","true","false"
"CRU-040","Port Arthur Refinery","Crude Distillation Unit (CDU)","Control Valve","192.168.208.171","7f:9f:09:b3:5f:4e","Ethernet/IP","Honeywell","ControlValve-4412","5.6.90","2025-10-21T22:20:06.199Z","Protocol Analysis","86","VLAN-57","Low","false","true"
"CRU-041","Port Arthur Refinery","Crude Distillation Unit (CDU)","DCS","192.168.109.28","3a:32:e5:b0:59:b8","Profinet","Rockwell","DCS-4807","2.4.8","2025-10-23T01:26:18.706Z","Asset Inventory","63","VLAN-59","Medium","false","false"
"CRU-042","Port Arthur Refinery","Crude Distillation Unit (CDU)","Motor Starter","192.168.31.158","55:da:6c:cb:25:d6","Ethernet/IP","Rockwell","MotorStarter-8030","3.6.35","2025-10-21T06:35:36.440Z","SNMP","79","VLAN-77","Medium","true","false"
"CRU-043","Port Arthur Refinery","Crude Distillation Unit (CDU)","HMI","192.168.138.55","61:9a:e7:bf:d3:00","Ethernet/IP","ABB","HMI-4523","4.7.52","2025-10-22T10:51:18.470Z","Protocol Analysis","70","VLAN-96","Low","true","true"
"FLU-001","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","192.168.130.176","0d:47:f7:1c:b7:f0","Ethernet/IP","Rockwell","PressureTransmitter-6785","2.5.65","2025-10-18T19:50:18.630Z","Protocol Analysis","72","VLAN-2","High","true","true"
"FLU-002","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.121.57","7e:7a:c5:0d:36:3e","DNP3","Honeywell","ControlValve-2877","5.8.80","2025-10-24T06:09:13.389Z","Protocol Analysis","96","VLAN-2","Critical","false","false"
"FLU-003","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.17.216","07:22:b2:20:2f:d5","Modbus TCP","Honeywell","PLC-7209","3.1.21","2025-10-21T10:26:27.457Z","Asset Inventory","98","VLAN-9","High","false","true"
"FLU-004","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.44.251","f0:84:02:33:ad:34","Modbus TCP","ABB","FlowTransmitter-2656","4.8.53","2025-10-23T21:56:14.969Z","Protocol Analysis","60","VLAN-60","Critical","true","true"
"FLU-005","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.76.176","c5:8c:fb:7b:68:10","DNP3","Siemens","TemperatureTransmitter-9938","3.8.51","2025-10-18T16:36:03.180Z","Network Scan","78","VLAN-82","Low","true","true"
"FLU-006","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","HMI","192.168.235.197","e2:27:dc:b8:84:74","Ethernet/IP","Rockwell","HMI-8453","5.4.15","2025-10-19T22:19:04.652Z","Asset Inventory","75","VLAN-23","Low","false","true"
"FLU-007","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.195.46","2d:e2:65:55:64:4b","Modbus TCP","Honeywell","ControlValve-4197","4.1.83","2025-10-17T23:04:08.752Z","SNMP","67","VLAN-18","Low","true","false"
"FLU-008","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.29.106","19:e5:a5:df:3d:8c","Profinet","Rockwell","ControlValve-4822","4.9.78","2025-10-24T01:52:46.417Z","Asset Inventory","85","VLAN-96","Medium","false","false"
"FLU-009","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.76.190","62:c2:6e:24:db:a6","Profinet","Siemens","TemperatureTransmitter-7862","3.3.13","2025-10-20T19:30:36.870Z","Asset Inventory","79","VLAN-87","Critical","true","true"
"FLU-010","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","192.168.70.196","7a:8b:b6:7e:0c:69","Modbus TCP","Honeywell","SafetyPLC-7546","4.5.9","2025-10-21T16:21:47.954Z","Network Scan","75","VLAN-69","High","true","true"
"FLU-011","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.138.109","73:9a:5c:4d:7d:20","DNP3","Schneider","RTU-9561","4.8.59","2025-10-20T08:23:42.456Z","Network Scan","98","VLAN-97","Low","true","true"
"FLU-012","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.172.115","bc:a8:cd:ae:69:8d","OPC UA","Rockwell","TemperatureTransmitter-5460","2.3.14","2025-10-18T10:57:09.737Z","Protocol Analysis","81","VLAN-90","Low","true","true"
"FLU-013","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.169.46","24:78:49:81:80:ca","Modbus TCP","Rockwell","ControlValve-8967","4.4.20","2025-10-22T00:03:27.546Z","SNMP","60","VLAN-2","Critical","false","true"
"FLU-014","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.226.195","f5:e7:82:f9:45:3b","OPC UA","ABB","TemperatureTransmitter-5409","2.5.16","2025-10-21T23:04:13.371Z","Asset Inventory","90","VLAN-90","Critical","true","true"
"FLU-015","Port Arthur Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.119.204","8f:86:44:b7:3e:f6","DNP3","Siemens","RTU-6406","3.9.73","2025-10-19T15:03:05.199Z","Asset Inventory","60","VLAN-42","Low","true","true"
