asset_id,plant,unit,instrument_type,oem,model,last_patch_date,maintenance_status,next_maintenance,criticality,nerc_cip,ferc_regulated
"CON-038","Southeast Utilities","Control Center","Environmental Monitor","Siemens","EnvironmentalMonitor-2130","2025-09-24","Current","2025-11-07","Critical","true","true"
"CON-039","Southeast Utilities","Control Center","EMS","Schneider","EMS-6112","2025-08-05","Overdue","2025-10-27","Critical","true","true"
"CON-041","Southeast Utilities","Control Center","HMI","GE","HMI-2712","2025-07-07","Current","2025-12-31","Critical","true","true"
"CON-043","Southeast Utilities","Control Center","EMS","Siemens","EMS-1936","2025-05-30","Current","2025-12-18","Critical","true","true"
"CON-044","Southeast Utilities","Control Center","Protection Relay","GE","ProtectionRelay-8585","2024-12-16","Overdue","2025-11-05","Critical","true","true"
"CON-046","Southeast Utilities","Control Center","HMI","ABB","HMI-1536","2025-01-06","Overdue","2025-12-05","Critical","true","true"
"CON-047","Southeast Utilities","Control Center","RTU","Schneider","RTU-5250","2025-01-13","Current","2025-12-24","Critical","true","true"
"CON-048","Southeast Utilities","Control Center","Protection Relay","Schneider","ProtectionRelay-8825","2025-02-01","Current","2025-11-02","Critical","true","true"
"CON-049","Southeast Utilities","Control Center","Grid Controller","Honeywell","GridController-7308","2025-04-20","Current","2025-12-21","Critical","true","true"
"CON-050","Southeast Utilities","Control Center","DMS","Siemens","DMS-3874","2024-12-15","Current","2025-11-15","Critical","true","true"
"CON-051","Southeast Utilities","Control Center","Grid Controller","Siemens","GridController-9951","2025-08-05","Overdue","2025-10-28","Critical","true","true"
"CON-052","Southeast Utilities","Control Center","HMI","Honeywell","HMI-1710","2025-01-02","Current","2025-11-28","Critical","true","true"
"CON-053","Southeast Utilities","Control Center","Grid Controller","Schneider","GridController-3614","2025-08-04","Overdue","2026-01-03","Critical","true","true"
"CON-054","Southeast Utilities","Control Center","Protection Relay","Siemens","ProtectionRelay-4256","2024-12-29","Current","2025-11-29","Critical","true","true"
"CON-055","Southeast Utilities","Control Center","HMI","Siemens","HMI-6334","2024-12-15","Current","2025-10-28","Critical","true","true"
"CON-056","Southeast Utilities","Control Center","DMS","Siemens","DMS-2044","2025-08-09","Overdue","2025-12-21","Critical","true","true"
"SUB-001","Southeast Utilities","Substation","RTU","GE","RTU-2547","2025-10-06","Current","2025-10-28","High","true","true"
"SUB-002","Southeast Utilities","Substation","Grid Controller","Siemens","GridController-1548","2025-10-11","Overdue","2025-10-27","High","true","true"
"SUB-003","Southeast Utilities","Substation","HMI","Honeywell","HMI-1330","2025-01-05","Current","2025-11-24","High","true","true"
"SUB-004","Southeast Utilities","Substation","RTU","Honeywell","RTU-9064","2025-07-16","Current","2025-11-01","High","true","true"
"SUB-006","Southeast Utilities","Substation","IED","Siemens","IED-6549","2025-08-07","Overdue","2026-01-13","High","true","true"
"SUB-007","Southeast Utilities","Substation","SCADA","GE","SCADA-3849","2025-01-27","Current","2025-12-04","High","true","true"
"SUB-009","Southeast Utilities","Substation","IED","GE","IED-6238","2025-06-13","Overdue","2025-12-16","High","true","true"
"SUB-010","Southeast Utilities","Substation","Grid Controller","Honeywell","GridController-3302","2025-10-14","Current","2025-12-04","High","true","true"
"SUB-011","Southeast Utilities","Substation","SCADA","GE","SCADA-2587","2025-07-07","Current","2026-01-19","High","true","true"
"SUB-013","Southeast Utilities","Substation","Protection Relay","Honeywell","ProtectionRelay-3179","2024-11-14","Current","2025-12-30","High","true","true"
"SUB-014","Southeast Utilities","Substation","SCADA","GE","SCADA-4919","2025-06-06","Current","2025-11-19","High","true","true"
"SUB-015","Southeast Utilities","Substation","RTU","Honeywell","RTU-7128","2025-02-17","Current","2026-01-19","High","true","true"
"SUB-016","Southeast Utilities","Substation","HMI","Schneider","HMI-4471","2025-03-10","Current","2026-01-22","High","true","true"
"SUB-017","Southeast Utilities","Substation","SCADA","GE","SCADA-3314","2024-11-06","Overdue","2025-11-30","High","true","true"
"SUB-018","Southeast Utilities","Substation","IED","Siemens","IED-1766","2025-06-01","Current","2026-01-07","High","true","true"
"SUB-019","Southeast Utilities","Substation","DMS","Honeywell","DMS-4171","2025-03-29","Overdue","2025-12-21","High","true","true"
"SUB-020","Southeast Utilities","Substation","Environmental Monitor","Siemens","EnvironmentalMonitor-9449","2024-11-18","Current","2025-11-18","High","true","true"
"SUB-021","Southeast Utilities","Substation","Environmental Monitor","Schneider","EnvironmentalMonitor-4070","2025-10-09","Current","2026-01-20","High","true","true"
"SUB-022","Southeast Utilities","Substation","Arc Flash Monitor","Schneider","ArcFlashMonitor-9139","2025-01-14","Current","2025-11-22","High","true","true"
"SUB-023","Southeast Utilities","Substation","EMS","Honeywell","EMS-1872","2025-06-16","Overdue","2025-12-15","High","true","true"
"SUB-024","Southeast Utilities","Substation","Arc Flash Monitor","ABB","ArcFlashMonitor-7105","2025-05-10","Current","2026-01-05","High","true","true"
"SUB-025","Southeast Utilities","Substation","EMS","Schneider","EMS-4728","2024-12-14","Current","2025-11-27","High","true","true"
"SUB-027","Southeast Utilities","Substation","IED","Honeywell","IED-4668","2025-07-10","Current","2025-12-08","High","true","true"
"SUB-028","Southeast Utilities","Substation","DMS","Schneider","DMS-9245","2025-10-21","Current","2025-11-07","High","true","true"
"SUB-029","Southeast Utilities","Substation","Protection Relay","Schneider","ProtectionRelay-2256","2025-08-13","Current","2025-11-04","High","true","true"
"SUB-030","Southeast Utilities","Substation","Arc Flash Monitor","Honeywell","ArcFlashMonitor-8060","2025-08-31","Current","2026-01-17","High","true","true"
"SUB-031","Southeast Utilities","Substation","SCADA","Siemens","SCADA-7359","2025-03-22","Current","2026-01-15","High","true","true"
"SUB-032","Southeast Utilities","Substation","DMS","Schneider","DMS-6951","2024-12-10","Current","2025-12-28","High","true","true"
"SUB-033","Southeast Utilities","Substation","IED","Honeywell","IED-7034","2025-09-15","Current","2026-01-02","High","true","true"
"SUB-034","Southeast Utilities","Substation","Grid Controller","Schneider","GridController-3401","2025-06-07","Current","2025-12-09","High","true","true"
"SUB-036","Southeast Utilities","Substation","HMI","Schneider","HMI-2647","2025-07-24","Current","2025-12-27","High","true","true"
"SUB-037","Southeast Utilities","Substation","EMS","Schneider","EMS-3261","2025-07-12","Overdue","2026-01-10","High","true","true"
"SUB-038","Southeast Utilities","Substation","Protection Relay","ABB","ProtectionRelay-6531","2025-05-03","Current","2026-01-12","High","true","true"
"SUB-039","Southeast Utilities","Substation","EMS","Schneider","EMS-5586","2025-04-09","Current","2025-12-11","High","true","true"
"SUB-040","Southeast Utilities","Substation","HMI","Honeywell","HMI-1135","2024-10-30","Current","2025-11-02","High","true","true"
"SUB-041","Southeast Utilities","Substation","Arc Flash Monitor","Honeywell","ArcFlashMonitor-8550","2025-08-26","Current","2025-12-05","High","true","true"
"SUB-042","Southeast Utilities","Substation","Arc Flash Monitor","Siemens","ArcFlashMonitor-8575","2024-10-25","Current","2025-12-22","High","true","true"
"SUB-043","Southeast Utilities","Substation","Environmental Monitor","Schneider","EnvironmentalMonitor-8360","2025-02-21","Current","2025-10-29","High","true","true"
"SUB-044","Southeast Utilities","Substation","DMS","Honeywell","DMS-9782","2024-12-29","Current","2026-01-19","High","true","true"
"SUB-045","Southeast Utilities","Substation","Protection Relay","Schneider","ProtectionRelay-6231","2025-03-05","Overdue","2026-01-08","High","true","true"
"SUB-046","Southeast Utilities","Substation","Environmental Monitor","Schneider","EnvironmentalMonitor-6608","2025-08-31","Current","2026-01-14","High","true","true"
"SUB-047","Southeast Utilities","Substation","IED","Siemens","IED-3943","2024-11-06","Current","2025-11-11","High","true","true"
"SUB-049","Southeast Utilities","Substation","RTU","Siemens","RTU-4766","2025-09-29","Current","2025-12-13","High","true","true"
"SUB-051","Southeast Utilities","Substation","EMS","Schneider","EMS-4785","2025-10-03","Overdue","2025-11-23","High","true","true"
"SUB-052","Southeast Utilities","Substation","Protection Relay","Siemens","ProtectionRelay-8388","2024-10-28","Current","2025-12-21","High","true","true"
"SUB-053","Southeast Utilities","Substation","DMS","ABB","DMS-9637","2024-11-13","Current","2025-12-08","High","true","true"
"SUB-054","Southeast Utilities","Substation","Grid Controller","ABB","GridController-5191","2025-06-15","Overdue","2025-12-06","High","true","true"
"SUB-055","Southeast Utilities","Substation","RTU","GE","RTU-8147","2025-03-24","Overdue","2026-01-10","High","true","true"
"SUB-057","Southeast Utilities","Substation","RTU","Schneider","RTU-4132","2025-07-27","Current","2025-11-07","High","true","true"
"SUB-058","Southeast Utilities","Substation","Arc Flash Monitor","Siemens","ArcFlashMonitor-3169","2024-11-03","Overdue","2025-12-27","High","true","true"
"SUB-060","Southeast Utilities","Substation","Protection Relay","ABB","ProtectionRelay-3537","2025-03-18","Current","2025-10-25","High","true","true"
"SUB-062","Southeast Utilities","Substation","Grid Controller","ABB","GridController-4322","2025-08-29","Current","2025-11-02","High","true","true"
"SUB-063","Southeast Utilities","Substation","Arc Flash Monitor","GE","ArcFlashMonitor-7498","2025-04-16","Current","2025-12-26","High","true","true"
"SUB-064","Southeast Utilities","Substation","RTU","ABB","RTU-7741","2025-06-19","Current","2025-11-23","High","true","true"
"SUB-065","Southeast Utilities","Substation","Protection Relay","Siemens","ProtectionRelay-5933","2025-06-02","Current","2025-11-26","High","true","true"
"SUB-066","Southeast Utilities","Substation","Protection Relay","ABB","ProtectionRelay-9983","2025-01-03","Overdue","2025-12-11","High","true","true"
"SUB-067","Southeast Utilities","Substation","HMI","Schneider","HMI-3914","2025-09-15","Current","2025-11-10","High","true","true"
"SUB-068","Southeast Utilities","Substation","Protection Relay","Honeywell","ProtectionRelay-5157","2025-06-02","Current","2025-11-26","High","true","true"
"SUB-069","Southeast Utilities","Substation","Grid Controller","Siemens","GridController-5115","2025-05-24","Overdue","2025-11-03","High","true","true"
"SUB-070","Southeast Utilities","Substation","EMS","Siemens","EMS-6926","2025-01-24","Overdue","2025-12-23","High","true","true"
"SUB-071","Southeast Utilities","Substation","IED","GE","IED-1330","2024-12-25","Overdue","2025-11-13","High","true","true"
"SUB-072","Southeast Utilities","Substation","RTU","ABB","RTU-2884","2025-04-21","Current","2025-11-17","High","true","true"
"SUB-076","Southeast Utilities","Substation","Environmental Monitor","GE","EnvironmentalMonitor-7975","2025-09-15","Overdue","2025-12-16","High","true","true"
"SUB-077","Southeast Utilities","Substation","IED","Schneider","IED-8830","2024-12-30","Overdue","2025-12-24","High","true","true"
"SUB-078","Southeast Utilities","Substation","Environmental Monitor","GE","EnvironmentalMonitor-4367","2025-09-10","Current","2025-10-28","High","true","true"
"SUB-079","Southeast Utilities","Substation","Protection Relay","Honeywell","ProtectionRelay-1301","2025-01-03","Current","2025-12-15","High","true","true"
"ENV-001","Southeast Utilities","Environmental Controls","EMS","Schneider","EMS-5606","2025-01-29","Current","2025-12-27","Medium","true","false"
"ENV-002","Southeast Utilities","Environmental Controls","IED","GE","IED-3721","2025-06-21","Overdue","2025-12-02","Medium","true","false"
"ENV-004","Southeast Utilities","Environmental Controls","EMS","Schneider","EMS-8979","2025-03-17","Current","2025-12-03","Medium","true","false"
"ENV-005","Southeast Utilities","Environmental Controls","HMI","GE","HMI-6838","2025-09-12","Current","2025-12-16","Medium","true","false"
"ENV-006","Southeast Utilities","Environmental Controls","SCADA","ABB","SCADA-5512","2025-05-15","Current","2026-01-02","Medium","true","false"
"ENV-007","Southeast Utilities","Environmental Controls","EMS","GE","EMS-9835","2025-06-05","Current","2025-11-01","Medium","true","false"
"ENV-010","Southeast Utilities","Environmental Controls","EMS","Siemens","EMS-1135","2024-12-10","Overdue","2025-12-21","Medium","true","false"
"ENV-012","Southeast Utilities","Environmental Controls","Grid Controller","Schneider","GridController-9157","2025-08-09","Current","2025-12-10","Medium","true","false"
"ENV-013","Southeast Utilities","Environmental Controls","DMS","Siemens","DMS-9666","2025-02-15","Overdue","2025-11-19","Medium","true","false"
"ENV-014","Southeast Utilities","Environmental Controls","Arc Flash Monitor","Honeywell","ArcFlashMonitor-3050","2024-12-20","Current","2025-12-11","Medium","true","false"
"ENV-015","Southeast Utilities","Environmental Controls","EMS","ABB","EMS-5748","2025-08-28","Current","2026-01-21","Medium","true","false"
"ENV-016","Southeast Utilities","Environmental Controls","Protection Relay","GE","ProtectionRelay-6775","2025-10-08","Overdue","2025-12-30","Medium","true","false"
"ENV-017","Southeast Utilities","Environmental Controls","DMS","GE","DMS-2579","2025-05-09","Current","2025-12-27","Medium","true","false"
"ENV-018","Southeast Utilities","Environmental Controls","RTU","Siemens","RTU-4425","2025-09-11","Current","2026-01-12","Medium","true","false"
"ENV-019","Southeast Utilities","Environmental Controls","HMI","Honeywell","HMI-7460","2025-04-15","Current","2025-12-11","Medium","true","false"
"ENV-020","Southeast Utilities","Environmental Controls","IED","Schneider","IED-2464","2025-09-06","Current","2025-11-14","Medium","true","false"
"ENV-021","Southeast Utilities","Environmental Controls","IED","Honeywell","IED-6626","2024-12-18","Current","2025-11-19","Medium","true","false"
"ENV-022","Southeast Utilities","Environmental Controls","Arc Flash Monitor","GE","ArcFlashMonitor-7885","2025-02-08","Current","2025-10-28","Medium","true","false"
"ENV-023","Southeast Utilities","Environmental Controls","RTU","GE","RTU-1472","2025-08-07","Overdue","2025-12-20","Medium","true","false"
"ENV-024","Southeast Utilities","Environmental Controls","SCADA","Schneider","SCADA-4884","2025-03-23","Current","2025-11-26","Medium","true","false"
"ENV-025","Southeast Utilities","Environmental Controls","DMS","Schneider","DMS-1483","2025-08-07","Current","2025-11-01","Medium","true","false"
"ENV-027","Southeast Utilities","Environmental Controls","SCADA","Honeywell","SCADA-3921","2025-02-27","Overdue","2026-01-09","Medium","true","false"
"ENV-028","Southeast Utilities","Environmental Controls","EMS","Honeywell","EMS-5730","2024-11-25","Overdue","2025-10-28","Medium","true","false"
"ENV-030","Southeast Utilities","Environmental Controls","SCADA","Honeywell","SCADA-1317","2024-12-24","Current","2025-11-23","Medium","true","false"
"ENV-031","Southeast Utilities","Environmental Controls","Arc Flash Monitor","Honeywell","ArcFlashMonitor-4870","2025-08-15","Current","2025-11-24","Medium","true","false"
"ENV-033","Southeast Utilities","Environmental Controls","Protection Relay","Siemens","ProtectionRelay-1709","2025-10-19","Overdue","2025-11-01","Medium","true","false"
"ENV-034","Southeast Utilities","Environmental Controls","SCADA","Honeywell","SCADA-6103","2025-10-07","Current","2026-01-15","Medium","true","false"
"ENV-036","Southeast Utilities","Environmental Controls","Arc Flash Monitor","ABB","ArcFlashMonitor-2636","2025-09-05","Current","2026-01-02","Medium","true","false"
"ENV-037","Southeast Utilities","Environmental Controls","Grid Controller","Siemens","GridController-2457","2025-10-13","Current","2025-11-01","Medium","true","false"
