tag_id,plant,unit,device_type,criticality,manufacturer,model,location,description,installation_date,expected_ip,expected_protocol
"QUA-0445","New Jersey Labs","Quality Control Lab","Temperature Controller","High","Honeywell","TemperatureController-2782","Quality Control Lab - Station 15","Temperature Controller for Quality Control Lab operations","2025-08-30","192.168.150.240","Modbus TCP"
"QUA-0446","New Jersey Labs","Quality Control Lab","Safety PLC","Low","Siemens","SafetyPLC-5038","Quality Control Lab - Station 16","Safety PLC for Quality Control Lab operations","2021-03-13","192.168.108.231","Ethernet/IP"
"QUA-0447","New Jersey Labs","Quality Control Lab","HMI","High","Schneider","HMI-4872","Quality Control Lab - Station 17","HMI for Quality Control Lab operations","2025-04-11","192.168.34.198","Modbus TCP"
"QUA-0448","New Jersey Labs","Quality Control Lab","LIMS","Medium","Schneider","LIMS-1253","Quality Control Lab - Station 18","LIMS for Quality Control Lab operations","2022-08-09","192.168.181.57","Profinet"
"QUA-0449","New Jersey Labs","Quality Control Lab","SCADA","Medium","ABB","SCADA-1401","Quality Control Lab - Station 19","SCADA for Quality Control Lab operations","2021-08-08","192.168.248.1","OPC UA"
"QUA-0450","New Jersey Labs","Quality Control Lab","MES","Medium","ABB","MES-1042","Quality Control Lab - Station 20","MES for Quality Control Lab operations","2024-05-15","192.168.236.23","Modbus TCP"
"QUA-0451","New Jersey Labs","Quality Control Lab","MES","Medium","Rockwell","MES-5349","Quality Control Lab - Station 21","MES for Quality Control Lab operations","2021-09-24","192.168.121.225","Modbus TCP"
"QUA-0452","New Jersey Labs","Quality Control Lab","HMI","Low","Schneider","HMI-9505","Quality Control Lab - Station 22","HMI for Quality Control Lab operations","2024-02-05","192.168.158.53","Profinet"
"QUA-0453","New Jersey Labs","Quality Control Lab","Batch Controller","Medium","Rockwell","BatchController-2918","Quality Control Lab - Station 23","Batch Controller for Quality Control Lab operations","2025-07-16","192.168.116.138","Ethernet/IP"
"QUA-0454","New Jersey Labs","Quality Control Lab","Batch Controller","Low","ABB","BatchController-4005","Quality Control Lab - Station 24","Batch Controller for Quality Control Lab operations","2023-08-01","192.168.57.199","Modbus TCP"
"QUA-0455","New Jersey Labs","Quality Control Lab","HMI","High","Siemens","HMI-5037","Quality Control Lab - Station 25","HMI for Quality Control Lab operations","2022-11-10","192.168.79.139","Ethernet/IP"
"QUA-0456","New Jersey Labs","Quality Control Lab","LIMS","Critical","Schneider","LIMS-5382","Quality Control Lab - Station 26","LIMS for Quality Control Lab operations","2022-11-18","192.168.203.95","Profinet"
"QUA-0457","New Jersey Labs","Quality Control Lab","Environmental Monitor","Low","ABB","EnvironmentalMonitor-2447","Quality Control Lab - Station 27","Environmental Monitor for Quality Control Lab operations","2021-02-13","192.168.83.167","Ethernet/IP"
"QUA-0458","New Jersey Labs","Quality Control Lab","Environmental Monitor","High","ABB","EnvironmentalMonitor-9502","Quality Control Lab - Station 28","Environmental Monitor for Quality Control Lab operations","2020-12-01","192.168.190.11","OPC UA"
"QUA-0459","New Jersey Labs","Quality Control Lab","PLC","Low","Rockwell","PLC-4148","Quality Control Lab - Station 29","PLC for Quality Control Lab operations","2024-09-09","192.168.223.63","DNP3"
"QUA-0460","New Jersey Labs","Quality Control Lab","Safety PLC","Medium","ABB","SafetyPLC-5097","Quality Control Lab - Station 30","Safety PLC for Quality Control Lab operations","2025-05-09","192.168.142.50","Profinet"
"QUA-0461","New Jersey Labs","Quality Control Lab","Environmental Monitor","Low","ABB","EnvironmentalMonitor-7437","Quality Control Lab - Station 31","Environmental Monitor for Quality Control Lab operations","2023-10-02","192.168.135.66","DNP3"
"QUA-0462","New Jersey Labs","Quality Control Lab","MES","High","Honeywell","MES-6676","Quality Control Lab - Station 32","MES for Quality Control Lab operations","2025-02-01","192.168.105.211","Profinet"
"QUA-0463","New Jersey Labs","Quality Control Lab","Temperature Controller","Medium","ABB","TemperatureController-9268","Quality Control Lab - Station 33","Temperature Controller for Quality Control Lab operations","2025-01-11","192.168.2.162","Profinet"
"QUA-0464","New Jersey Labs","Quality Control Lab","Temperature Controller","Critical","Siemens","TemperatureController-1042","Quality Control Lab - Station 34","Temperature Controller for Quality Control Lab operations","2022-03-16","192.168.219.141","DNP3"
"QUA-0465","New Jersey Labs","Quality Control Lab","Environmental Monitor","Critical","Siemens","EnvironmentalMonitor-6984","Quality Control Lab - Station 35","Environmental Monitor for Quality Control Lab operations","2021-08-31","192.168.152.9","DNP3"
"QUA-0466","New Jersey Labs","Quality Control Lab","Batch Controller","Critical","ABB","BatchController-9363","Quality Control Lab - Station 36","Batch Controller for Quality Control Lab operations","2025-02-11","192.168.138.15","Modbus TCP"
"QUA-0467","New Jersey Labs","Quality Control Lab","MES","Critical","Rockwell","MES-1496","Quality Control Lab - Station 37","MES for Quality Control Lab operations","2022-04-01","192.168.6.121","Profinet"
"QUA-0468","New Jersey Labs","Quality Control Lab","Environmental Monitor","Medium","Honeywell","EnvironmentalMonitor-8076","Quality Control Lab - Station 38","Environmental Monitor for Quality Control Lab operations","2021-11-06","192.168.22.205","DNP3"
"QUA-0469","New Jersey Labs","Quality Control Lab","Temperature Controller","Low","Rockwell","TemperatureController-3983","Quality Control Lab - Station 39","Temperature Controller for Quality Control Lab operations","2025-03-04","192.168.102.218","OPC UA"
"QUA-0470","New Jersey Labs","Quality Control Lab","HMI","Critical","Emerson","HMI-5347","Quality Control Lab - Station 40","HMI for Quality Control Lab operations","2022-12-16","192.168.185.239","Ethernet/IP"
"QUA-0471","New Jersey Labs","Quality Control Lab","MES","Critical","Honeywell","MES-4191","Quality Control Lab - Station 41","MES for Quality Control Lab operations","2024-09-10","192.168.50.103","DNP3"
"QUA-0472","New Jersey Labs","Quality Control Lab","Serialization System","High","Schneider","SerializationSystem-2636","Quality Control Lab - Station 42","Serialization System for Quality Control Lab operations","2022-04-25","192.168.42.235","OPC UA"
"QUA-0473","New Jersey Labs","Quality Control Lab","Batch Controller","Medium","Rockwell","BatchController-2420","Quality Control Lab - Station 43","Batch Controller for Quality Control Lab operations","2021-12-08","192.168.236.96","OPC UA"
"QUA-0474","New Jersey Labs","Quality Control Lab","Environmental Monitor","Medium","Schneider","EnvironmentalMonitor-1369","Quality Control Lab - Station 44","Environmental Monitor for Quality Control Lab operations","2021-08-08","192.168.172.114","Profinet"
"QUA-0475","New Jersey Labs","Quality Control Lab","Safety PLC","Critical","Honeywell","SafetyPLC-7536","Quality Control Lab - Station 45","Safety PLC for Quality Control Lab operations","2024-08-17","192.168.209.113","Ethernet/IP"
"UTI-0476","New Jersey Labs","Utilities","HMI","Low","Honeywell","HMI-2592","Utilities - Station 1","HMI for Utilities operations","2023-12-30","192.168.249.148","Modbus TCP"
"UTI-0477","New Jersey Labs","Utilities","Batch Controller","Medium","Rockwell","BatchController-8596","Utilities - Station 2","Batch Controller for Utilities operations","2023-06-19","192.168.36.72","Modbus TCP"
"UTI-0478","New Jersey Labs","Utilities","PLC","Critical","Siemens","PLC-4879","Utilities - Station 3","PLC for Utilities operations","2021-04-20","192.168.111.91","Profinet"
"UTI-0479","New Jersey Labs","Utilities","Batch Controller","High","Emerson","BatchController-9636","Utilities - Station 4","Batch Controller for Utilities operations","2021-01-26","192.168.66.51","Modbus TCP"
"UTI-0480","New Jersey Labs","Utilities","PLC","High","Honeywell","PLC-4335","Utilities - Station 5","PLC for Utilities operations","2024-04-18","192.168.162.135","Ethernet/IP"
"UTI-0481","New Jersey Labs","Utilities","PLC","High","Emerson","PLC-4768","Utilities - Station 6","PLC for Utilities operations","2025-02-11","192.168.202.250","Ethernet/IP"
"UTI-0482","New Jersey Labs","Utilities","MES","Low","Siemens","MES-7942","Utilities - Station 7","MES for Utilities operations","2022-02-28","192.168.109.205","Profinet"
"UTI-0483","New Jersey Labs","Utilities","LIMS","Low","Emerson","LIMS-5775","Utilities - Station 8","LIMS for Utilities operations","2021-08-09","192.168.34.191","OPC UA"
"UTI-0484","New Jersey Labs","Utilities","LIMS","Low","Schneider","LIMS-3468","Utilities - Station 9","LIMS for Utilities operations","2021-12-26","192.168.224.60","DNP3"
"UTI-0485","New Jersey Labs","Utilities","SCADA","High","Honeywell","SCADA-7306","Utilities - Station 10","SCADA for Utilities operations","2025-08-24","192.168.191.78","Modbus TCP"
"UTI-0486","New Jersey Labs","Utilities","MES","High","Siemens","MES-9893","Utilities - Station 11","MES for Utilities operations","2025-02-14","192.168.71.153","Profinet"
"UTI-0487","New Jersey Labs","Utilities","LIMS","Low","ABB","LIMS-5982","Utilities - Station 12","LIMS for Utilities operations","2025-07-07","192.168.103.221","Modbus TCP"
"UTI-0488","New Jersey Labs","Utilities","Batch Controller","Medium","Schneider","BatchController-6615","Utilities - Station 13","Batch Controller for Utilities operations","2020-11-19","192.168.222.30","Modbus TCP"
"UTI-0489","New Jersey Labs","Utilities","MES","Critical","ABB","MES-1719","Utilities - Station 14","MES for Utilities operations","2025-03-25","192.168.86.69","OPC UA"
"UTI-0490","New Jersey Labs","Utilities","HMI","Medium","ABB","HMI-1394","Utilities - Station 15","HMI for Utilities operations","2023-10-15","192.168.251.99","DNP3"
"UTI-0491","New Jersey Labs","Utilities","Temperature Controller","Critical","Honeywell","TemperatureController-4083","Utilities - Station 16","Temperature Controller for Utilities operations","2024-09-12","192.168.89.233","OPC UA"
"UTI-0492","New Jersey Labs","Utilities","HMI","Medium","Rockwell","HMI-8870","Utilities - Station 17","HMI for Utilities operations","2021-06-05","192.168.180.197","DNP3"
"UTI-0493","New Jersey Labs","Utilities","Batch Controller","Low","Siemens","BatchController-1070","Utilities - Station 18","Batch Controller for Utilities operations","2024-11-22","192.168.191.32","OPC UA"
"UTI-0494","New Jersey Labs","Utilities","LIMS","High","Siemens","LIMS-7344","Utilities - Station 19","LIMS for Utilities operations","2023-06-06","192.168.25.68","Modbus TCP"
"UTI-0495","New Jersey Labs","Utilities","Serialization System","Critical","Schneider","SerializationSystem-6827","Utilities - Station 20","Serialization System for Utilities operations","2022-08-13","192.168.179.34","DNP3"
"UTI-0496","New Jersey Labs","Utilities","HMI","Low","Schneider","HMI-6769","Utilities - Station 21","HMI for Utilities operations","2025-04-16","192.168.63.44","Modbus TCP"
"UTI-0497","New Jersey Labs","Utilities","Batch Controller","High","Honeywell","BatchController-3734","Utilities - Station 22","Batch Controller for Utilities operations","2023-04-27","192.168.148.43","OPC UA"
"UTI-0498","New Jersey Labs","Utilities","HMI","High","Siemens","HMI-6081","Utilities - Station 23","HMI for Utilities operations","2021-10-05","192.168.127.36","DNP3"
"UTI-0499","New Jersey Labs","Utilities","Safety PLC","Medium","Rockwell","SafetyPLC-3710","Utilities - Station 24","Safety PLC for Utilities operations","2024-05-02","192.168.82.196","DNP3"
"UTI-0500","New Jersey Labs","Utilities","Environmental Monitor","Low","Honeywell","EnvironmentalMonitor-9918","Utilities - Station 25","Environmental Monitor for Utilities operations","2025-09-30","192.168.52.134","Modbus TCP"
"UTI-0501","New Jersey Labs","Utilities","Temperature Controller","Medium","Siemens","TemperatureController-2194","Utilities - Station 26","Temperature Controller for Utilities operations","2023-08-24","192.168.199.72","OPC UA"
"UTI-0502","New Jersey Labs","Utilities","Environmental Monitor","High","Rockwell","EnvironmentalMonitor-8443","Utilities - Station 27","Environmental Monitor for Utilities operations","2021-08-02","192.168.213.181","OPC UA"
"UTI-0503","New Jersey Labs","Utilities","Batch Controller","Critical","Honeywell","BatchController-3291","Utilities - Station 28","Batch Controller for Utilities operations","2024-06-12","192.168.235.74","Ethernet/IP"
"UTI-0504","New Jersey Labs","Utilities","Environmental Monitor","High","Emerson","EnvironmentalMonitor-1106","Utilities - Station 29","Environmental Monitor for Utilities operations","2023-12-13","192.168.93.66","Modbus TCP"
"UTI-0505","New Jersey Labs","Utilities","PLC","Low","Honeywell","PLC-5463","Utilities - Station 30","PLC for Utilities operations","2022-08-28","192.168.105.61","Modbus TCP"
"UTI-0506","New Jersey Labs","Utilities","Safety PLC","Critical","ABB","SafetyPLC-1478","Utilities - Station 31","Safety PLC for Utilities operations","2021-10-29","192.168.193.163","DNP3"
"UTI-0507","New Jersey Labs","Utilities","Environmental Monitor","Medium","Emerson","EnvironmentalMonitor-3849","Utilities - Station 32","Environmental Monitor for Utilities operations","2025-03-21","192.168.212.70","Ethernet/IP"
"UTI-0508","New Jersey Labs","Utilities","SCADA","Critical","Schneider","SCADA-8857","Utilities - Station 33","SCADA for Utilities operations","2024-12-12","192.168.254.149","Modbus TCP"
